name repository,creator user,url_html issue,url_api issue,title,body,state,pull request,data open,updated at
fabric-sdk-java,apetersson,https://github.com/hyperledger/fabric-sdk-java/pull/21,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/21,replace use of sun.misc.Unsafe,"using a small syntactic trick for UncheckedThrow we can remove use of sun.misc.Unsafe in this testcase.
Signed-off-by: Andreas Petersson <andreas@petersson.at>
",closed,True,2019-01-29 17:02:09,2019-01-31 21:42:48
fabric-sdk-java,apetersson,https://github.com/hyperledger/fabric-sdk-java/pull/20,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/20,replace use of sun.misc.Unsafe,using a small syntactic trick for UncheckedThrow we can remove use of sun.misc.Unsafe in this testcase.,closed,True,2019-01-29 16:36:59,2019-01-29 17:01:23
fabric-sdk-java,luotuo,https://github.com/hyperledger/fabric-sdk-java/pull/19,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/19,Update README.md,"change an error in readme.md
change /version to </version>",closed,True,2019-01-21 13:09:37,2019-01-22 13:41:00
fabric-sdk-java,cgballance,https://github.com/hyperledger/fabric-sdk-java/pull/18,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/18,Update README.md,grammatical update,closed,True,2019-01-09 16:03:13,2019-01-09 20:47:13
fabric-sdk-java,kleash,https://github.com/hyperledger/fabric-sdk-java/pull/17,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/17,Update README.md,"Minor fix in maven dependency release. One of bracket ""<"" was missing in version tag",closed,True,2018-12-28 05:51:46,2018-12-29 00:26:43
fabric-sdk-java,ivohuisjes,https://github.com/hyperledger/fabric-sdk-java/pull/16,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/16,bugfix: possible NPE in SDKUtils.calculateBlockHash(),"- check ""cryptoSuite"" instead of ""client"" for null reference",closed,True,2018-10-19 14:32:43,2018-10-21 10:08:39
fabric-sdk-java,daniel-sc,https://github.com/hyperledger/fabric-sdk-java/pull/15,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/15,Fix typo,,closed,True,2018-10-02 12:45:45,2018-10-17 13:24:00
fabric-sdk-java,zehuiHuang,https://github.com/hyperledger/fabric-sdk-java/pull/14,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/14,Update README.md,maven 引用的标签少<version>1了一个 <符号,closed,True,2018-09-20 00:58:01,2018-09-20 01:11:30
fabric-sdk-java,liqinlong,https://github.com/hyperledger/fabric-sdk-java/pull/13,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/13,create branch,,closed,True,2018-09-14 05:46:24,2018-09-17 05:20:35
fabric-sdk-java,CsterKuroi,https://github.com/hyperledger/fabric-sdk-java/pull/12,https://api.github.com/repos/hyperledger/fabric-sdk-java/issues/12,Update README.md,,closed,True,2018-09-13 08:56:49,2018-09-20 01:11:44
