pull request url html,pull request url,body,commit_id,create at,id,diff_hunk,position,update at,url,html url,user
https://github.com/hyperledger/composer/pull/4570,https://github.com/hyperledger/composer/pull/4570,You could do this in one line; `defineProperty` takes a `value` option.,b2f4f4ca7f7f5ae40b60a5b3b6fcf3864a562db6,2019-01-16 16:31:49,248355261,"@@ -124,25 +124,35 @@ class Property extends Decorated {
      * @return {string} the fully qualified type of this property
      */
     getFullyQualifiedTypeName() {
+
         if(this.isPrimitive()) {
             return this.type;
         }
 
-        const parent = this.getParent();
-        if(!parent) {
-            throw new Error('Property ' + this.name + ' does not have a parent.');
-        }
-        const modelFile = parent.getModelFile();
-        if(!modelFile) {
-            throw new Error('Parent of property ' + this.name + ' does not have a ModelFile!');
-        }
+        if (this.fullyQualifiedTypeName){
+            return this.fullyQualifiedTypeName;
+        } else {
+            const parent = this.getParent();
+            if(!parent) {
+                throw new Error('Property ' + this.name + ' does not have a parent.');
+            }
+            const modelFile = parent.getModelFile();
+            if(!modelFile) {
+                throw new Error('Parent of property ' + this.name + ' does not have a ModelFile!');
+            }
+
+            const result = modelFile.getFullyQualifiedTypeName(this.type);
+
+            if(!result) {
+                throw new Error('Failed to find fully qualified type name for property ' + this.name + ' with type ' + this.type );
+            }
+
+            this.fullyQualifiedTypeName = result;
+            Object.defineProperty(this, 'fullyQualifiedTypeName', { enumerable: false });",36,2019-01-18 10:07:09,https://api.github.com/repos/hyperledger/composer/pulls/comments/248355261,https://github.com/hyperledger/composer/pull/4570#discussion_r248355261,sstone1
https://github.com/hyperledger/composer/pull/4471,https://github.com/hyperledger/composer/pull/4471,could you change 'http' to 'httpOptions' as this is the correct name,7992d6f3813dfa1a19cf99d08e2ed03de94b3818,2018-10-18 21:10:59,226466974,"@@ -201,8 +201,25 @@ Here you define all the certificate authorities
 }
 ```
 
+To configure a Certificate Authority to use TLS, use the following format:
+
+```
+""certificateAuthorities"": {
+    ""ca.org1.example.com"": {
+        ""url"": ""https://ca.org1.example.com:7054"",
+        ""caName"": ""ca.org1.example.com"",
+        ""http"": {",,2018-10-19 14:19:13,https://api.github.com/repos/hyperledger/composer/pulls/comments/226466974,https://github.com/hyperledger/composer/pull/4471#discussion_r226466974,davidkel
https://github.com/hyperledger/composer/pull/4415,https://github.com/hyperledger/composer/pull/4415,"should the comment be changed to reflect the line below?  "" - log from everything but only at the warn level""",b943ea2a73f3179299fb8603d8f315ac9dd0ba16,2018-09-27 13:59:01,220934160,"@@ -33,7 +33,7 @@ let _logger;
 let _clInstances = {};
 
 // the default control string - log from everthing but only at the error level",3,2018-09-27 14:00:27,https://api.github.com/repos/hyperledger/composer/pulls/comments/220934160,https://github.com/hyperledger/composer/pull/4415#discussion_r220934160,lesleyannjordan
https://github.com/hyperledger/composer/pull/4321,https://github.com/hyperledger/composer/pull/4321,Adding `.yml` to the end of the temporary file name might conceivably cause a conflict with an existing file. `mktemp` ensures the file it creates is unique. I see Jekyll doesn't like the file without extension though. 😞 ,089430fc2fc0b2441f0e39c1889fbf60dc122b4c,2018-08-09 17:23:54,209013050,"@@ -27,8 +27,8 @@ SCRIPT_DIR=""$( cd ""$( dirname ""${BASH_SOURCE[0]}"" )"" && pwd )""
 ""${SCRIPT_DIR}/setup-jekyll.sh""
 
 # Write custom configuration for this build
-JEKYLL_CONFIG=""$(mktemp)""
-echo ""basedir: /composer/${BUILD_LABEL}"" >> ""${JEKYLL_CONFIG}""
+JEKYLL_CONFIG=""$(mktemp)"".yaml",6,2018-08-09 17:26:34,https://api.github.com/repos/hyperledger/composer/pulls/comments/209013050,https://github.com/hyperledger/composer/pull/4321#discussion_r209013050,bestbeforetoday
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,Wrong quotes used RHS,4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 11:26:25,208545437,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then",41,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208545437,https://github.com/hyperledger/composer/pull/4301#discussion_r208545437,davidkel
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,"Same here, so would the test not fail ?",4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 11:26:45,208545503,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then
+        if [ ""${BUILD_FOCUS}"" = 'latest' ]; then",42,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208545503,https://github.com/hyperledger/composer/pull/4301#discussion_r208545503,davidkel
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,Different quotes RHS,4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 11:27:19,208545648,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then
+        if [ ""${BUILD_FOCUS}"" = 'latest' ]; then
+            BUILD_LABEL='unstable'
+        else
+            BUILD_LABEL=""${BUILD_FOCUS}-unstable""
         fi
-
+    elif [ ""${BUILD_RELEASE}"" = 'stable' ]; then",48,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208545648,https://github.com/hyperledger/composer/pull/4301#discussion_r208545648,davidkel
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,I see a Matthew type spelling mistake here itching to be fixed,4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 11:27:51,208545762,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then
+        if [ ""${BUILD_FOCUS}"" = 'latest' ]; then
+            BUILD_LABEL='unstable'
+        else
+            BUILD_LABEL=""${BUILD_FOCUS}-unstable""
         fi
-
+    elif [ ""${BUILD_RELEASE}"" = 'stable' ]; then
+        BUILD_LABEL=""${BUILD_FOCUS}""
     else
-       _exit ""Unkown build release or focus ${BUILD_RELEASE} ${BUILD_FOCUS}"" 1
+       _exit ""Unkown build release: ${BUILD_RELEASE}"" 1",,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208545762,https://github.com/hyperledger/composer/pull/4301#discussion_r208545762,davidkel
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,No variable expansion wanted on the RHS so single quotes seem appropriate.,4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 12:55:13,208568896,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then",41,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208568896,https://github.com/hyperledger/composer/pull/4301#discussion_r208568896,bestbeforetoday
https://github.com/hyperledger/composer/pull/4301,https://github.com/hyperledger/composer/pull/4301,Not sure why this would fail?,4d80595dcd9346f53b24198e115b45ffc0824f81,2018-08-08 12:56:59,208569489,"@@ -39,46 +39,25 @@ if [ ""${DOCS}"" != """" ]; then
     # Build the documentation.
     npm run doc
 
-    if [[ ""${BUILD_RELEASE}"" == ""unstable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:unstable
-            npm run linkcheck:unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next-unstable
-            npm run linkcheck:next-unstable
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16-unstable
-            npm run linkcheck:v0.16-unstable
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19-unstable
-            npm run linkcheck:v0.19-unstable
-        else 
-            _exit ""Unknown build focus"" 1 
-        fi
+    if [ -z ""${BUILD_FOCUS}"" ]; then
+        _exit 'No build focus' 1
+    fi
 
-    elif [[ ""${BUILD_RELEASE}"" == ""stable"" ]]; then
-
-        if [[ ""${BUILD_FOCUS}"" == ""latest"" ]]; then
-            npm run full:latest
-            npm run linkcheck:latest
-        elif [[ ""${BUILD_FOCUS}"" == ""next"" ]]; then
-            npm run full:next
-            npm run linkcheck:next
-        elif [[ ""${BUILD_FOCUS}"" == ""v0.16"" ]]; then
-            npm run full:v0.16
-            npm run linkcheck:v0.16
-        elif [[ ""${BUILD_FOCUS}"" == 'v0.19' ]]; then
-            npm run full:v0.19
-            npm run linkcheck:v0.19
-        else 
-            _exit ""Unknown build focus"" 1 
+    if [ ""${BUILD_RELEASE}"" = 'unstable' ]; then
+        if [ ""${BUILD_FOCUS}"" = 'latest' ]; then",42,2018-08-08 12:59:29,https://api.github.com/repos/hyperledger/composer/pulls/comments/208569489,https://github.com/hyperledger/composer/pull/4301#discussion_r208569489,bestbeforetoday
