url issues,url_api comment,url_html comment,user create comment,body,created_at,updated_at
https://api.github.com/repos/hyperledger/indy-sdk/issues/1570,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/478766727,https://github.com/hyperledger/indy-sdk/pull/1570#issuecomment-478766727,cobear25,"I was just about to create this same PR myself. It looks like version 1.8.2 is finally there and working with the latest podspec, after running pod install though it doesn't seem to actually bring in the framework, it's just an empty pod. Any idea what might be going on there?",2019-04-01 22:13:26,2019-04-01 22:13:26
https://api.github.com/repos/hyperledger/indy-sdk/issues/1570,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/478904611,https://github.com/hyperledger/indy-sdk/pull/1570#issuecomment-478904611,Artemkaaas,@cobear25  Thanks. We will fix it. a nested folder `libindy-objc` is needed.,2019-04-02 08:51:19,2019-04-02 08:51:19
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/477767433,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-477767433,dhh1128,"This seems like a good idea in theory. However, I think importing from various directory paths makes python code a bit ugly, so I am wondering if we'd be better off using hard links instead--that is, make the same file (e.g., Step1.cs) be hard linked to several places in the directory tree, instead of stored in a single common location.

I am not super strong on this idea; I'm just wondering aloud if this would be better. Feel free to push back.",2019-03-28 20:55:30,2019-03-28 20:55:30
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/477780158,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-477780158,r0qs,"@dhh1128, my initial idea was to just change the location of the readme files mainly, centralizing the information, the duplicated codes will still existing after this PR.

But yeah, would be better to normalize this too, maybe using hard links as you mentioned, but how to deal with cases where the same *step* doesn't do exactly the same thing? For instance, look at [this step2](https://github.com/hyperledger/indy-sdk/blob/master/docs/how-tos/write-did-and-query-verkey/rust/src/step2.rs) and [this other step2](https://github.com/hyperledger/indy-sdk/blob/master/docs/how-tos/rotate-key/rust/src/step2.rs), where not only the content of the files are different, but also the naming convention. The name can be easily normalized, but I don't know how to avoid duplication of the code in this case.

The current directory structure of the write-did-and-query-verkey example is:
```
write-did-and-query-verkey
├── cs
│   ├── Program.cs
│   ├── README.md
│   ├── step2.partial
│   ├── step3.partial
│   ├── step4.partial
│   ├── step5.partial
│   ├── template.cs
│   └── write-did-and-query-verkey.csproj
├── java
│   ├── README.md
│   ├── step2.java
│   ├── step3.java
│   ├── step4.java
│   ├── step5.java
│   ├── template.java
│   └── WriteDIDAndQueryVerkey.java
├── nodejs
│   ├── colors.js
│   ├── package.json
│   ├── README.md
│   ├── step2.js
│   ├── step3.js
│   ├── step4.js
│   ├── step5.js
│   ├── template.js
│   ├── util.js
│   └── writeDidAndQueryVerkey.js
├── python
│   ├── extra
│   │   └── add_nym.py
│   ├── README.md
│   ├── step2.py
│   ├── step3.py
│   ├── step4.py
│   ├── step5.py
│   ├── template.py
│   └── write_did_and_query_verkey.py
├── README.md
├── rust
│   ├── Cargo.toml
│   ├── README.md
│   └── src
│       ├── step2.rs
│       ├── step3.rs
│       ├── step4.rs
│       ├── step5.rs
│       ├── template.rs
│       └── write-did-and-query-verkey.rs
└── wallet-slide.png
```
Ans as you can see there is a readme file for every code sample that are basically copies of each other, which can lead to errors, as this one [here](https://github.com/hyperledger/indy-sdk/tree/master/docs/how-tos/negotiate-proof/nodejs#step-1), where someone probably copied the step1 from the python example, but forgot to change ` a python editor` to `a javascript editor`.

My idea is to reduce the probability of this kind of errors occur, making this structure:
```
write-did-and-query-verkey
├── cs
│   ├── Program.cs
│   ├── Template.cs
│   ├── WriteDIDAndQueryVerkey.cs
│   └── write-did-and-query-verkey.csproj
├── java
│   ├── step2.java
│   ├── step3.java
│   ├── step4.java
│   ├── step5.java
│   ├── template.java
│   └── WriteDIDAndQueryVerkey.java
├── nodejs
│   ├── colors.js
│   ├── package.json
│   ├── step2.js
│   ├── step3.js
│   ├── step4.js
│   ├── step5.js
│   ├── template.js
│   ├── util.js
│   └── writeDidAndQueryVerkey.js
├── python
│   ├── extra
│   │   └── add_nym.py
│   ├── step2.py
│   ├── step3.py
│   ├── step4.py
│   ├── step5.py
│   ├── template.py
│   └── write_did_and_query_verkey.py
├── README.md
├── rust
│   ├── Cargo.toml
│   └── src
│       ├── step2.rs
│       ├── step3.rs
│       ├── step4.rs
│       ├── step5.rs
│       ├── template.rs
│       └── write-did-and-query-verkey.rs
└── wallet-slide.png
```

Here, you only have one readme file that describe the example scenario, independent of the programming language chosen by the reader, since all the examples describe the same scenario and only the code changes..",2019-03-28 21:35:39,2019-03-29 00:11:58
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/477809350,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-477809350,dhh1128,"Ah yes, you're right--I misunderstood. I was focused on a different problem, which is that often step X of a given how-to is identical to step X of a different how-to. For example, the first few steps of the how-to for issuing credentials are identical to the steps in the ""write a DID to the ledger"" how-to. We can solve that problem with relative hyperlinks. The problem you're solving is different, and I like your solution. So +1 from me.",2019-03-28 23:36:10,2019-03-28 23:36:10
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/478050392,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-478050392,johncallahan,"I've been refactoring the rust how-tos lately ([1536 - Save Schema](https://github.com/hyperledger/indy-sdk/pull/1536), [1565 - Issue Credential](https://github.com/hyperledger/indy-sdk/pull/1565)) with two more to go (Proof Verification and Secure Messaging - I'm already done, but I'm submitting one PR at a time).   These examples have proved invaluable to me understanding the whole indy-sdk API (wallet, ledger, etc.)

In each case, I built a Rust project with separate ""cargo new <name> --bin"" project and used src/main.rs and a working Cargo.toml file to make sure the how-to example actually works.  While I understand the step2.rs, step3.rs, etc. process, it seems we could improve the pain factor for newbies.  At least on the rust examples.",2019-03-29 15:54:01,2019-03-29 15:54:01
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/478298513,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-478298513,r0qs,"Hi @dhh1128, I think that I finished, below is a summary of my tests, if there is something that needs to be fixed, please let me know. I didn't fix the rust example since @johncallahan already did in other PRs. I'll also try to finish the nodejs examples, but I think that is better to do that in other PRs changing only the code and applying the relative hyperlinks approach that you suggested.

I = Implemented and tested
F = Implemented, but fail or wasn't tested by me
N = Not implemented or incomplete

| How-to                             | Nodejs | Python | Rust | Java | .Net | Objective C |
| ---------------------------------- |:------:|:------:|:----:|:----:|:----:|:-----------:|
| Write a DID and Query Its Verkey   | I      | I      | I    | F    | N    | N           |
| Rotate a Key                       | I      | I      | F    | F    | N    | N           |
| Save a Schema and Cred Def         | N      | I      | I    | F    | N    | N           |
| Issue a Credential                 | N      | I      | F    | F    | N    | N           |
| Negotiate a Proof                  | I      | I      | F    | N    | N    | N           |
| Send a Secure Message              | N      | I      | F    | N    | N    | N           |

Tested with versions:
nodejs v11.13.0
python 3.7.3
rustc 1.33.0",2019-03-30 23:34:32,2019-04-01 08:51:40
https://api.github.com/repos/hyperledger/indy-sdk/issues/1567,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/479280296,https://github.com/hyperledger/indy-sdk/pull/1567#issuecomment-479280296,johncallahan,I just submitted the last PRs to complete the update of the rust how-tos   (#1565 Issue Credental and Negotiate Proof; #1572 Send Secure Message and Rotate Key).  I would next like to update the READMEs and Cargo.toml to better guide newbies.,2019-04-03 01:04:27,2019-04-03 01:04:27
https://api.github.com/repos/hyperledger/indy-sdk/issues/1540,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/473852644,https://github.com/hyperledger/indy-sdk/pull/1540#issuecomment-473852644,AxelNennker,"Argh, unneeded changes ended up in this PR. Closing this.",2019-03-18 10:24:39,2019-03-18 10:24:39
https://api.github.com/repos/hyperledger/indy-sdk/issues/1537,https://api.github.com/repos/hyperledger/indy-sdk/issues/comments/473725815,https://github.com/hyperledger/indy-sdk/pull/1537#issuecomment-473725815,kdenhartog,@lovesh can we get one of the BCGov team guys ( @swcurran can you let the person who worked on this know of this change ) to check and make sure the VON implementation works with these changes.,2019-03-17 23:19:21,2019-03-17 23:19:21
