name repository,creator user,url_html issue,url_api issue,title,body,state,pull request,data open,updated at
cloud-provider-openstack,hogepodge,https://github.com/kubernetes/cloud-provider-openstack/pull/1,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/1,Merge working repository and history to new upstream,Merge the master branch from dims/openstack-cloud-controller-manager to kubernetes/cloud-provider-openstack.,closed,True,2018-03-21 15:22:10,2018-03-21 15:30:39
cloud-provider-openstack,calebamiles,https://github.com/kubernetes/cloud-provider-openstack/pull/2,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/2,Merge OpenStack Cloud Provider upstream,taken from @dims ,closed,True,2018-03-21 18:25:00,2018-03-21 19:40:14
cloud-provider-openstack,calebamiles,https://github.com/kubernetes/cloud-provider-openstack/pull/3,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/3,Update LICENSE,,closed,True,2018-03-21 19:37:24,2018-03-27 23:02:43
cloud-provider-openstack,dims,https://github.com/kubernetes/cloud-provider-openstack/pull/4,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/4,[WIP] just testing CI jobs,,closed,True,2018-03-22 00:39:41,2018-03-22 10:15:41
cloud-provider-openstack,dims,https://github.com/kubernetes/cloud-provider-openstack/pull/5,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/5,Install glide in makefile,,closed,True,2018-03-22 02:14:41,2018-03-22 02:33:05
cloud-provider-openstack,dims,https://github.com/kubernetes/cloud-provider-openstack/issues/6,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/6,make vet fmt is broken,"```
$ make vet fmt
cd /Users/dims/go/src/git.openstack.org/openstack/openstack-cloud-controller-manager && go vet ./...
# git.openstack.org/openstack/openstack-cloud-controller-manager/pkg/volume/cinder/provisioner
pkg/volume/cinder/provisioner/iscsi_test.go:61:4: err declared but not used
pkg/volume/cinder/provisioner/iscsi_test.go:105:4: err declared but not used
pkg/volume/cinder/provisioner/iscsi_test.go:153:4: err declared but not used
pkg/volume/cinder/provisioner/rbd_test.go:78:4: err declared but not used
vet: typecheck failures
make: *** [vet] Error 2
```",closed,False,2018-03-22 02:34:15,2018-03-23 05:30:04
cloud-provider-openstack,dims,https://github.com/kubernetes/cloud-provider-openstack/issues/7,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/7,Replace git.openstack.org/openstack/openstack-cloud-controller-manager with k8s.io/cloud-provider-openstack,We need to find and replace all instances of the earlier namespace we used to use with the new one.,closed,False,2018-03-22 02:35:37,2018-03-28 00:17:05
cloud-provider-openstack,hogepodge,https://github.com/kubernetes/cloud-provider-openstack/pull/8,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/8,Updated package references from git.openstack.org to k8s.io,"<!-- Thanks for sending a pull request! -->

**What this PR does / why we need it**:

This PR updates package references from git.openstack.org to k8s.io.

**Which issue this PR fixes** 

fixes #7 

**Special notes for your reviewer**:

related PR : kubernetes/k8s.io#108

**Release note**:

```release-note 
Updated package references to k8s.io/cloud-provider-openstack/*
```",closed,True,2018-03-22 04:52:37,2018-03-29 17:24:31
cloud-provider-openstack,hogepodge,https://github.com/kubernetes/cloud-provider-openstack/pull/9,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/9,Fix make vet fmt,"
<!-- Thanks for sending a pull request! -->

**What this PR does / why we need it**:

Several tests had unused err variables. Removed them to fix `make vet fmt`

**Which issue this PR fixes**
fixes #6 

**Special notes for your reviewer**:

**Release note**:

<!--  Steps to write your release note:
1. Use the release-note-* labels to set the release note state (if you have access)
2. Enter your extended release note in the below block; leaving it blank means using the PR title as the release note. If no release note is required, just write `NONE`.
-->
```release-note
NONE
```
",closed,True,2018-03-22 05:14:23,2018-03-29 17:24:33
cloud-provider-openstack,flaper87,https://github.com/kubernetes/cloud-provider-openstack/pull/10,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/10,Volunteer to review and collaborate,"As promised, I'm putting my name out there to help review and maintain this cloud provider.

I'm not sure what the right process to update `OWNERS` is but here's a try :)",closed,True,2018-03-22 05:27:07,2018-03-23 21:17:22
cloud-provider-openstack,gonzolino,https://github.com/kubernetes/cloud-provider-openstack/pull/11,https://api.github.com/repos/kubernetes/cloud-provider-openstack/issues/11,Add Daniel Gonzalez (gonzolino) as reviewer,,closed,True,2018-03-22 10:37:25,2018-03-23 18:16:02
